country,trackID,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
USA,79,the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,210240,54,0.78,0.75,0.78,0.361,7.14E-06,0.108,-6.942,0.048,139.902,4
USA,80,cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,239560,54,0.612,0.525,0.612,0.58,0.000414,0.26,-8.572,0.0419,130.045,4
USA,81,the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,231000,53,0.688,0.481,0.688,0.653,0.00414,0.106,-8.558,0.0403,147.991,4
USA,82,exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,285640,54,0.31,0.761,0.31,0.374,2.46E-05,0.11,-8.464,0.0275,75.938,4
USA,83,my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,255893,53,0.456,0.814,0.456,0.265,0,0.0679,-10.663,0.0328,129.947,4
USA,84,mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,208973,52,0.549,0.686,0.549,0.417,1.90E-06,0.0604,-10.064,0.035,110.137,4
USA,85,seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,208906,51,0.602,0.888,0.602,0.494,2.59E-05,0.0902,-10.813,0.0277,94.955,4
USA,86,august,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,261920,54,0.387,0.553,0.387,0.634,6.93E-05,0.0931,-9.222,0.0363,89.567,4
USA,87,this is me trying,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,195106,52,0.511,0.312,0.511,0.478,2.30E-05,0.147,-9.837,0.0322,135.882,4
USA,88,illicit affairs,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,190893,51,0.529,0.862,0.529,0.304,0,0.108,-10.567,0.0356,119.58,4
USA,89,invisible string,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,252880,51,0.651,0.859,0.651,0.459,6.63E-05,0.105,-11.128,0.0507,83.455,4
USA,90,mad woman,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,237266,50,0.593,0.67,0.593,0.7,6.77E-06,0.116,-9.016,0.0492,141.898,4
USA,91,epiphany,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,289746,49,0.317,0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,4
USA,92,betty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,294520,52,0.595,0.589,0.595,0.376,0,0.0989,-8.767,0.0256,95.946,4
USA,93,peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,234000,49,0.644,0.916,0.644,0.284,1.50E-05,0.0909,-12.879,0.0821,150.072,4
USA,94,hoax,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,220040,49,0.676,0.964,0.676,0.178,7.90E-06,0.135,-15.01,0.0394,118.84,4
USA,95,the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,211813,50,0.313,0.842,0.313,0.258,1.30E-06,0.0948,-11.532,0.0383,179.947,4
USA,96,the 1 - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,219893,57,0.708,0.898,0.708,0.25,0.026,0.102,-10.731,0.0361,139.803,4
USA,97,cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,230680,57,0.395,0.88,0.395,0.234,0,0.107,-9.704,0.0382,86.478,3
USA,98,the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,232346,55,0.64,0.743,0.64,0.618,0.004,0.0574,-11.715,0.0379,147.948,4
USA,99,exile (feat. Bon Iver) - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Taylor Swift,11/25/2020,279893,60,0.359,0.848,0.359,0.305,6.74E-05,0.111,-10.295,0.0306,151.956,4
USA,0,Don't Give Up On Us,Spaceman (Deluxe),Nick Jonas,3/15/2021,201795,51,0.798,0.0452,0.798,0.778,0.000116,0.112,-6.428,0.0881,111.955,4
USA,1,Heights,Spaceman (Deluxe),Nick Jonas,3/15/2021,217103,50,0.698,0.35,0.698,0.663,1.67E-05,0.112,-7.318,0.0498,104.977,4
USA,2,Spaceman,Spaceman (Deluxe),Nick Jonas,3/15/2021,196999,53,0.548,0.324,0.548,0.601,0,0.107,-7.366,0.235,155.554,4
USA,3,2Drunk,Spaceman (Deluxe),Nick Jonas,3/15/2021,192319,52,0.648,0.0332,0.648,0.798,0,0.201,-6.088,0.179,156.023,4
USA,4,Delicious,Spaceman (Deluxe),Nick Jonas,3/15/2021,178434,51,0.765,0.109,0.765,0.839,3.20E-05,0.289,-4.254,0.0947,106.946,4
USA,5,This Is Heaven,Spaceman (Deluxe),Nick Jonas,3/15/2021,214623,53,0.646,0.0377,0.646,0.785,0,0.0897,-4.801,0.0545,100.911,4
USA,6,Sexual,Spaceman (Deluxe),Nick Jonas,3/15/2021,215722,50,0.689,0.325,0.689,0.685,0.00507,0.11,-8.478,0.125,100,4
USA,7,Deeper Love,Spaceman (Deluxe),Nick Jonas,3/15/2021,175088,50,0.699,0.00734,0.699,0.928,0.00133,0.1,-6.469,0.239,96.131,4
USA,8,If I Fall,Spaceman (Deluxe),Nick Jonas,3/15/2021,238552,51,0.645,0.0622,0.645,0.71,0.000325,0.136,-5.35,0.0402,154.868,4
USA,9,Death Do Us Part,Spaceman (Deluxe),Nick Jonas,3/15/2021,129212,48,0.626,0.305,0.626,0.661,1.01E-05,0.113,-7.544,0.389,152.077,4
USA,10,Nervous,Spaceman (Deluxe),Nick Jonas,3/15/2021,175027,50,0.599,0.0602,0.599,0.605,0,0.138,-7.133,0.241,163.969,4
USA,11,Selfish,Spaceman (Deluxe),Nick Jonas,3/15/2021,187855,68,0.65,0.124,0.65,0.714,0,0.095,-5.933,0.0274,132.009,4
USA,12,Dangerous,Spaceman (Deluxe),Nick Jonas,3/15/2021,211809,51,0.632,0.327,0.632,0.704,0,0.111,-5.84,0.112,103.889,4
USA,13,Don't Give Up On Us - Chill Version,Spaceman (Deluxe),Nick Jonas,3/15/2021,204263,49,0.866,0.0375,0.866,0.507,2.94E-06,0.122,-6.881,0.0364,112.047,4
USA,14,2Drunk - Chill Version,Spaceman (Deluxe),Nick Jonas,3/15/2021,199051,49,0.543,0.31,0.543,0.478,0,0.11,-7.444,0.0414,155.721,4
USA,15,This Is Heaven - Chill Version,Spaceman (Deluxe),Nick Jonas,3/15/2021,219485,48,0.544,0.192,0.544,0.539,0,0.141,-5.141,0.0276,100.755,4
USA,16,Don't Give Up On Us,Spaceman,Nick Jonas,3/12/2021,201795,58,0.798,0.0452,0.798,0.778,0.000116,0.112,-6.428,0.0881,111.955,4
USA,17,Heights,Spaceman,Nick Jonas,3/12/2021,217103,57,0.698,0.35,0.698,0.663,1.67E-05,0.112,-7.318,0.0498,104.977,4
USA,18,Spaceman,Spaceman,Nick Jonas,3/12/2021,196999,67,0.548,0.324,0.548,0.601,0,0.107,-7.366,0.235,155.554,4
USA,19,2Drunk,Spaceman,Nick Jonas,3/12/2021,192319,72,0.648,0.0332,0.648,0.798,0,0.201,-6.088,0.179,156.023,4
USA,20,Delicious,Spaceman,Nick Jonas,3/12/2021,178434,57,0.765,0.109,0.765,0.839,3.20E-05,0.289,-4.254,0.0947,106.946,4
USA,21,This Is Heaven,Spaceman,Nick Jonas,3/12/2021,214623,65,0.646,0.0377,0.646,0.785,0,0.0897,-4.801,0.0545,100.911,4
USA,22,Sexual,Spaceman,Nick Jonas,3/12/2021,215722,56,0.689,0.325,0.689,0.685,0.00507,0.11,-8.478,0.125,100,4
USA,23,Deeper Love,Spaceman,Nick Jonas,3/12/2021,175088,56,0.699,0.00734,0.699,0.928,0.00133,0.1,-6.469,0.239,96.131,4
USA,24,If I Fall,Spaceman,Nick Jonas,3/12/2021,238552,57,0.645,0.0622,0.645,0.71,0.000325,0.136,-5.35,0.0402,154.868,4
USA,25,Death Do Us Part,Spaceman,Nick Jonas,3/12/2021,129212,55,0.626,0.305,0.626,0.661,1.01E-05,0.113,-7.544,0.389,152.077,4
USA,26,Nervous,Spaceman,Nick Jonas,3/12/2021,175027,61,0.599,0.0602,0.599,0.605,0,0.138,-7.133,0.241,163.969,4
USA,27,Voodoo,Last Year Was Complicated,Nick Jonas,6/10/2016,190880,32,0.609,0.000282,0.609,0.823,0.000111,0.264,-4.436,0.0358,78.014,4
USA,28,Champagne Problems,Last Year Was Complicated,Nick Jonas,6/10/2016,192680,34,0.73,0.000611,0.73,0.778,0,0.0904,-5.035,0.127,107.925,4
USA,29,Close,Last Year Was Complicated,Nick Jonas,6/10/2016,234213,54,0.653,0.253,0.653,0.623,0,0.144,-5.273,0.082,123.999,4
USA,30,Chainsaw,Last Year Was Complicated,Nick Jonas,6/10/2016,199520,41,0.599,0.138,0.599,0.683,0,0.0736,-4.493,0.0406,85.033,4
USA,31,Touch,Last Year Was Complicated,Nick Jonas,6/10/2016,182613,29,0.76,0.0413,0.76,0.631,1.39E-06,0.118,-7.418,0.274,100,4
USA,32,Bacon,Last Year Was Complicated,Nick Jonas,6/10/2016,182946,40,0.709,0.0751,0.709,0.698,0,0.272,-5.181,0.0788,143.949,4
USA,33,Good Girls,Last Year Was Complicated,Nick Jonas,6/10/2016,236880,29,0.741,0.0888,0.741,0.731,0,0.331,-4.751,0.0912,112.982,4
USA,34,The Difference,Last Year Was Complicated,Nick Jonas,6/10/2016,221693,29,0.408,0.00126,0.408,0.868,0,0.089,-5.392,0.102,93.987,4
USA,35,Don't Make Me Choose,Last Year Was Complicated,Nick Jonas,6/10/2016,215946,27,0.549,0.0948,0.549,0.681,0,0.174,-5.02,0.0412,83.866,4
USA,36,Under You,Last Year Was Complicated,Nick Jonas,6/10/2016,197333,33,0.648,0.0152,0.648,0.754,0,0.093,-5.718,0.0556,96.016,4
USA,37,Unhinged,Last Year Was Complicated,Nick Jonas,6/10/2016,232493,30,0.394,0.64,0.394,0.463,0,0.1,-7.863,0.0664,144.103,4
USA,38,Comfortable,Last Year Was Complicated,Nick Jonas,6/10/2016,276360,26,0.656,0.0092,0.656,0.655,0,0.108,-5.661,0.0423,127.919,4
USA,39,Testify,Last Year Was Complicated,Nick Jonas,6/10/2016,196440,28,0.606,0.121,0.606,0.716,0,0.127,-4.695,0.0953,102.986,4
USA,40,When We Get Home,Last Year Was Complicated,Nick Jonas,6/10/2016,183120,25,0.419,0.214,0.419,0.574,0,0.208,-6.947,0.0346,173.743,4
USA,41,Thatâ€™s What They All Say,Last Year Was Complicated,Nick Jonas,6/10/2016,185466,25,0.695,0.0619,0.695,0.708,0,0.0444,-3.56,0.147,79.987,4
USA,42,Jealous,Last Year Was Complicated,Nick Jonas,6/10/2016,223973,39,0.698,0.0121,0.698,0.708,0,0.323,-3.82,0.122,92.994,4
USA,43,Chains,Last Year Was Complicated,Nick Jonas,6/10/2016,203880,33,0.588,0.0155,0.588,0.611,0,0.0774,-5.898,0.0439,76.071,4
USA,44,Levels,Last Year Was Complicated,Nick Jonas,6/10/2016,167506,32,0.434,0.0581,0.434,0.675,0,0.269,-4.627,0.438,195.532,4
USA,45,Voodoo,Last Year Was Complicated,Nick Jonas,6/10/2016,190880,42,0.609,0.000277,0.609,0.826,0.000114,0.264,-4.436,0.0358,78.014,4
USA,46,Champagne Problems,Last Year Was Complicated,Nick Jonas,6/10/2016,192680,48,0.731,0.000615,0.731,0.778,1.04E-06,0.0904,-5.037,0.128,107.922,4
USA,47,Close,Last Year Was Complicated,Nick Jonas,6/10/2016,234213,72,0.654,0.253,0.654,0.623,0,0.144,-5.273,0.082,123.996,4
USA,48,Chainsaw,Last Year Was Complicated,Nick Jonas,6/10/2016,199520,58,0.57,0.138,0.57,0.683,0,0.0736,-4.493,0.0496,84.938,4
USA,49,Touch,Last Year Was Complicated,Nick Jonas,6/10/2016,182613,38,0.76,0.0417,0.76,0.631,1.39E-06,0.118,-7.418,0.274,100,4
USA,50,Bacon,Last Year Was Complicated,Nick Jonas,6/10/2016,182946,55,0.709,0.0738,0.709,0.698,0,0.272,-5.182,0.0799,143.951,4
USA,51,Good Girls,Last Year Was Complicated,Nick Jonas,6/10/2016,236880,38,0.741,0.0888,0.741,0.731,0,0.331,-4.751,0.0904,112.977,4
USA,52,The Difference,Last Year Was Complicated,Nick Jonas,6/10/2016,221693,39,0.408,0.00125,0.408,0.867,0,0.089,-5.392,0.102,93.986,4
USA,53,Don't Make Me Choose,Last Year Was Complicated,Nick Jonas,6/10/2016,215946,35,0.508,0.0965,0.508,0.681,0,0.174,-5.02,0.0424,83.844,4
USA,54,Under You,Last Year Was Complicated,Nick Jonas,6/10/2016,197346,45,0.648,0.0152,0.648,0.754,0,0.0929,-5.718,0.0555,96.017,4
USA,55,Unhinged,Last Year Was Complicated,Nick Jonas,6/10/2016,232480,48,0.395,0.607,0.395,0.459,0,0.0976,-7.769,0.0603,143.706,4
USA,56,Comfortable,Last Year Was Complicated,Nick Jonas,6/10/2016,274160,35,0.656,0.00936,0.656,0.653,0,0.151,-5.665,0.0427,127.924,4
USA,57,Voodoo,Last Year Was Complicated,Nick Jonas,6/10/2016,190880,10,0.599,0.000243,0.599,0.829,0.000295,0.374,-4.11,0.0387,77.971,4
USA,58,Champagne Problems,Last Year Was Complicated,Nick Jonas,6/10/2016,192680,9,0.73,0.000611,0.73,0.776,0,0.0905,-5.038,0.129,107.928,4
USA,59,Close,Last Year Was Complicated,Nick Jonas,6/10/2016,234213,12,0.661,0.251,0.661,0.624,0,0.144,-5.286,0.0789,124.043,4
USA,60,Chainsaw,Last Year Was Complicated,Nick Jonas,6/10/2016,199520,8,0.602,0.128,0.602,0.669,0,0.0712,-4.524,0.0369,85.025,4
USA,61,Touch,Last Year Was Complicated,Nick Jonas,6/10/2016,182613,5,0.762,0.0416,0.762,0.63,1.34E-06,0.118,-7.416,0.279,100.005,4
USA,62,Bacon,Last Year Was Complicated,Nick Jonas,6/10/2016,182946,14,0.722,0.0722,0.722,0.697,0,0.217,-5.189,0.0737,143.962,4
USA,63,Good Girls,Last Year Was Complicated,Nick Jonas,6/10/2016,236880,5,0.744,0.0624,0.744,0.737,0,0.323,-4.812,0.0826,113.001,4
USA,64,The Difference,Last Year Was Complicated,Nick Jonas,6/10/2016,221693,4,0.402,0.0014,0.402,0.867,0,0.0895,-5.351,0.114,93.942,4
USA,65,Don't Make Me Choose,Last Year Was Complicated,Nick Jonas,6/10/2016,215946,3,0.502,0.0922,0.502,0.681,0,0.174,-5.02,0.0433,83.909,4
USA,66,Under You,Last Year Was Complicated,Nick Jonas,6/10/2016,197333,8,0.646,0.0155,0.646,0.763,0,0.0907,-5.658,0.0547,96.017,4
USA,67,Unhinged,Last Year Was Complicated,Nick Jonas,6/10/2016,232493,4,0.487,0.643,0.487,0.461,0,0.1,-7.821,0.0545,143.876,4
USA,68,Comfortable,Last Year Was Complicated,Nick Jonas,6/10/2016,276680,3,0.672,0.0244,0.672,0.671,0,0.105,-5.695,0.0536,127.982,4
USA,69,Testify,Last Year Was Complicated,Nick Jonas,6/10/2016,196866,8,0.593,0.124,0.593,0.715,0,0.119,-4.695,0.0964,103.123,4
USA,70,When We Get Home,Last Year Was Complicated,Nick Jonas,6/10/2016,182373,4,0.416,0.221,0.416,0.564,0,0.191,-6.917,0.0368,173.78,4
USA,71,Thatâ€™s What They All Say,Last Year Was Complicated,Nick Jonas,6/10/2016,185453,4,0.688,0.0715,0.688,0.716,0,0.0618,-3.577,0.12,79.972,4
USA,72,Jealous,Last Year Was Complicated,Nick Jonas,6/10/2016,223973,10,0.697,0.0101,0.697,0.696,0,0.324,-3.845,0.0915,93.014,4
USA,73,Chains,Last Year Was Complicated,Nick Jonas,6/10/2016,203880,5,0.542,0.0156,0.542,0.601,0,0.0763,-5.915,0.0582,151.936,4
USA,74,Levels,Last Year Was Complicated,Nick Jonas,6/10/2016,167506,7,0.434,0.0639,0.434,0.675,0,0.285,-4.598,0.433,196.405,4
USA,75,Voodoo,Last Year Was Complicated,Nick Jonas,6/10/2016,190880,16,0.6,0.000256,0.6,0.829,0.000303,0.375,-4.108,0.0382,77.968,4
USA,76,Champagne Problems,Last Year Was Complicated,Nick Jonas,6/10/2016,192680,21,0.73,0.000611,0.73,0.778,0,0.0904,-5.035,0.127,107.925,4
USA,77,Close,Last Year Was Complicated,Nick Jonas,6/10/2016,234213,44,0.653,0.253,0.653,0.623,0,0.144,-5.273,0.082,123.999,4
USA,78,Chainsaw,Last Year Was Complicated,Nick Jonas,6/10/2016,199520,19,0.602,0.133,0.602,0.667,0,0.0714,-4.524,0.0372,85.03,4
USA,79,Touch,Last Year Was Complicated,Nick Jonas,6/10/2016,182613,8,0.76,0.0413,0.76,0.631,1.39E-06,0.118,-7.418,0.274,100,4
USA,80,Bacon,Last Year Was Complicated,Nick Jonas,6/10/2016,182946,31,0.718,0.0715,0.718,0.698,0,0.216,-5.192,0.0729,143.962,4
USA,81,Good Girls,Last Year Was Complicated,Nick Jonas,6/10/2016,236880,10,0.744,0.0628,0.744,0.736,0,0.323,-4.811,0.0829,113.018,4
USA,82,The Difference,Last Year Was Complicated,Nick Jonas,6/10/2016,221693,10,0.402,0.00139,0.402,0.867,0,0.0896,-5.351,0.114,93.934,4
USA,83,Don't Make Me Choose,Last Year Was Complicated,Nick Jonas,6/10/2016,215946,7,0.549,0.0948,0.549,0.681,0,0.174,-5.02,0.0412,83.866,4
USA,84,Under You,Last Year Was Complicated,Nick Jonas,6/10/2016,197346,16,0.647,0.0155,0.647,0.763,0,0.0907,-5.658,0.0549,96.011,4
USA,85,Unhinged,Last Year Was Complicated,Nick Jonas,6/10/2016,232480,16,0.394,0.607,0.394,0.459,0,0.0976,-7.769,0.0604,143.685,4
USA,86,Comfortable,Last Year Was Complicated,Nick Jonas,6/10/2016,274480,6,0.671,0.0249,0.671,0.671,0,0.107,-5.695,0.0537,127.971,4
USA,87,Chains,Nick Jonas X2,Nick Jonas,11/20/2015,203106,60,0.589,0.0151,0.589,0.611,0,0.0757,-5.881,0.0459,76.006,4
USA,88,Jealous,Nick Jonas X2,Nick Jonas,11/20/2015,223106,65,0.7,0.013,0.7,0.701,0,0.461,-3.834,0.161,93.012,4
USA,89,Teacher,Nick Jonas X2,Nick Jonas,11/20/2015,199480,45,0.777,0.0107,0.777,0.814,0.000296,0.0814,-4.052,0.12,116.998,4
USA,90,Warning,Nick Jonas X2,Nick Jonas,11/20/2015,196440,37,0.548,0.0106,0.548,0.781,0,0.359,-5.939,0.0609,157.956,4
USA,91,Wilderness,Nick Jonas X2,Nick Jonas,11/20/2015,225293,39,0.752,0.352,0.752,0.827,0,0.0769,-4.578,0.0353,95.043,4
USA,92,Numb,Nick Jonas X2,Nick Jonas,11/20/2015,237840,42,0.868,0.0246,0.868,0.612,3.44E-06,0.0675,-5.173,0.0527,131.976,4
USA,93,Take Over,Nick Jonas X2,Nick Jonas,11/20/2015,159853,35,0.582,0.0023,0.582,0.565,0,0.303,-6.687,0.0485,79.995,4
USA,94,Push,Nick Jonas X2,Nick Jonas,11/20/2015,212413,36,0.53,0.55,0.53,0.493,8.69E-06,0.148,-8.829,0.072,81.084,4
USA,95,I Want You,Nick Jonas X2,Nick Jonas,11/20/2015,203000,35,0.67,0.0621,0.67,0.831,0,0.0555,-5.614,0.227,94.963,4
USA,96,Avalanche,Nick Jonas X2,Nick Jonas,11/20/2015,197440,43,0.457,0.000196,0.457,0.625,3.78E-05,0.133,-6.359,0.0386,139.853,4
USA,97,Nothing Would Be Better,Nick Jonas X2,Nick Jonas,11/20/2015,274080,37,0.541,0.142,0.541,0.632,0,0.111,-6.61,0.045,94.078,4
USA,98,Chains - Just A Gent Remix,Nick Jonas X2,Nick Jonas,11/20/2015,232706,34,0.572,0.00132,0.572,0.487,1.57E-05,0.113,-6.061,0.0414,152.05,4
USA,99,Santa Barbara,Nick Jonas X2,Nick Jonas,11/20/2015,220333,35,0.484,0.335,0.484,0.765,0.0388,0.106,-7.367,0.0394,160.156,4
USA,0,Chromatica I,Chromatica,Lady Gaga,5/29/2020,60400,60,0.231,0.0126,0.231,0.457,0.875,0.327,-10.773,0.0318,65.827,3
USA,1,Alice,Chromatica,Lady Gaga,5/29/2020,177600,68,0.723,0.00334,0.723,0.88,0.0179,0.0632,-4.287,0.038,123.036,4
USA,2,Stupid Love,Chromatica,Lady Gaga,5/29/2020,193533,78,0.68,0.00173,0.68,0.825,0.000122,0.27,-4.296,0.0702,117.987,4
USA,3,Rain On Me (with Ariana Grande),Chromatica,Lady Gaga,5/29/2020,182200,80,0.672,0.021,0.672,0.855,0,0.323,-3.764,0.0397,123.056,4
USA,4,Free Woman,Chromatica,Lady Gaga,5/29/2020,191466,68,0.731,0.0228,0.731,0.927,7.15E-05,0.187,-3.634,0.0781,119.006,4
USA,5,Fun Tonight,Chromatica,Lady Gaga,5/29/2020,173426,65,0.645,0.364,0.645,0.923,1.06E-06,0.14,-4.262,0.0725,117.945,4
USA,6,Chromatica II,Chromatica,Lady Gaga,5/29/2020,41866,63,0.184,0.473,0.184,0.297,0.893,0.527,-14.534,0.0359,75.824,5
USA,7,911,Chromatica,Lady Gaga,5/29/2020,172133,75,0.789,0.0294,0.789,0.813,2.07E-06,0.519,-4.563,0.0374,116.007,4
USA,8,Plastic Doll,Chromatica,Lady Gaga,5/29/2020,221666,64,0.743,0.0019,0.743,0.853,3.49E-05,0.0872,-4.842,0.04,121.028,4
USA,9,Sour Candy (with BLACKPINK),Chromatica,Lady Gaga,5/29/2020,157706,73,0.752,0.0604,0.752,0.87,1.12E-05,0.489,-3.812,0.0623,120.006,4
USA,10,Enigma,Chromatica,Lady Gaga,5/29/2020,179760,65,0.669,0.0306,0.669,0.804,0,0.694,-4.035,0.036,116.001,4
USA,11,Replay,Chromatica,Lady Gaga,5/29/2020,186653,68,0.658,0.00792,0.658,0.878,0,0.944,-3.875,0.123,122.015,4
USA,12,Chromatica III,Chromatica,Lady Gaga,5/29/2020,27666,15,0.493,0.952,0.493,0.373,0.981,0.396,-12.475,0.0524,121.454,1
USA,13,Sine From Above (with Elton John),Chromatica,Lady Gaga,5/29/2020,244880,65,0.642,0.158,0.642,0.792,9.84E-06,0.68,-5.746,0.0488,122.965,4
USA,14,1000 Doves,Chromatica,Lady Gaga,5/29/2020,215480,64,0.668,0.0236,0.668,0.826,1.07E-05,0.474,-4.466,0.0383,122.973,4
USA,15,Babylon,Chromatica,Lady Gaga,5/29/2020,161733,66,0.698,0.0129,0.698,0.799,5.46E-06,0.215,-4.372,0.0342,115.957,4
USA,16,Intro,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,20413,9,0.232,0.908,0.232,0.925,0.576,0.835,-19.327,0.329,101.225,3
USA,17,Black Eyes,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,183773,59,0.373,0.000811,0.373,0.937,6.37E-05,0.815,-2.133,0.0834,150.242,4
USA,18,Somewhere Over The Rainbow - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,42040,53,0.283,0.953,0.283,0.22,2.35E-06,0.79,-22.951,0.443,150.884,4
USA,19,Fabulous French - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,19493,6,0.514,0.807,0.514,0.7,0,0.796,-11.251,0.724,101.59,5
USA,20,La Vie En Rose,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,179760,60,0.276,0.758,0.276,0.405,0,0.706,-7.296,0.0329,76.18,4
USA,21,I'll Wait For You - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,19133,7,0.718,0.858,0.718,0.128,0,0.437,-21.699,0.877,116.575,3
USA,22,Maybe It's Time,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,159293,62,0.699,0.798,0.699,0.282,1.23E-06,0.0981,-7.65,0.0374,79.776,4
USA,23,Parking Lot - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,31426,53,0.535,0.766,0.535,0.384,0,0.253,-21.937,0.814,133.153,4
USA,24,Out Of Time,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,172320,55,0.584,0.173,0.584,0.915,0.822,0.842,-7.339,0.0579,99.983,4
USA,25,Alibi,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,183226,56,0.285,0.0145,0.285,0.787,0.00043,0.817,-3.641,0.036,175.693,4
USA,26,Trust Me - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,32333,51,0.423,0.895,0.423,0.545,6.25E-05,0.96,-14.211,0.508,90.836,4
USA,27,Shallow,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,215733,85,0.572,0.371,0.572,0.385,0,0.231,-6.362,0.0308,95.799,4
USA,28,"First Stop, Arizona - Dialogue",A Star Is Born Soundtrack,Lady Gaga,10/5/2018,10760,3,0,0.878,0,0.23,0,0.194,-23.413,0,0,0
USA,29,Music To My Eyes,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,199200,60,0.625,0.392,0.625,0.356,0.00129,0.1,-9.044,0.0319,114.805,3
USA,30,Diggin' My Grave,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,237306,57,0.684,0.171,0.684,0.612,1.53E-05,0.103,-4.653,0.0287,93.964,4
USA,31,I Love You - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,19453,8,0.267,0.695,0.267,0.979,1.52E-05,0.993,-13.05,0.525,119.841,3
USA,32,Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,210200,74,0.553,0.299,0.553,0.502,0,0.764,-5.972,0.0409,129.976,4
USA,33,Unbelievable - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,28813,12,0.524,0.727,0.524,0.517,0,0.385,-12.84,0.558,56.94,4
USA,34,How Do You Hear It? - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,14506,3,0,0.606,0,0.13,0,0.355,-21.347,0,0,0
USA,35,Look What I Found,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,175240,64,0.849,0.456,0.849,0.493,0.000463,0.133,-4.1,0.0417,97.012,4
USA,36,Memphis - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,24480,7,0.83,0.4,0.83,0.159,0,0.386,-21.566,0.928,126.483,5
USA,37,Heal Me,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,196800,60,0.606,0.0481,0.606,0.544,0,0.0916,-8.36,0.0593,86.013,4
USA,38,I Don't Know What Love Is,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,177293,61,0.421,0.348,0.421,0.535,0.000194,0.194,-6.556,0.0288,62.671,4
USA,39,Vows - Dialogue,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,17933,6,0.789,0.711,0.789,0.264,0,0.285,-23.195,0.952,92.748,4
USA,40,Is That Alright?,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,191280,63,0.557,0.868,0.557,0.279,1.25E-05,0.0978,-7.757,0.0372,102.727,4
